Fuel_Type_Code,Station_Name,Street_Address,City,State,ZIP,Station_Phone,EV_Network,ID,Open_Date,EV_Connector_Types,Access_Code
ELEC,LINCOLN SQUARE LS NORTH DUAL 2,110 Bellevue Way NE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,174038,2021-01-27,J1772,public
ELEC,LINCOLN SQUARE LS NORTH DUAL 1,110 Bellevue Way NE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,174039,2021-01-27,J1772,public
ELEC,188 BLAINE ATRIUM2,1818 Fairview Ave East,Seattle,WA,98102,888-758-4389,ChargePoint Network,174040,2021-01-27,J1772,public
ELEC,BELLEVUE PLACE BELL PLACE #1,575 Bellevue Way NE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,174041,2021-01-27,J1772,public
ELEC,DAY 1 SEA 29 P3 003,207 Boren Ave,Seattle,WA,98109,888-758-4389,ChargePoint Network,174044,2021-01-27,J1772,public
ELEC,DAY 1 SEA29 P3 004,207 Boren Ave,Seattle,WA,98109,888-758-4389,ChargePoint Network,174045,2021-01-27,J1772,public
ELEC,DAY 1 SEA29 P3 002,207 Boren Ave,Seattle,WA,98109,888-758-4389,ChargePoint Network,174046,2021-01-27,J1772,public
ELEC,DAY 1 SEA29 P3 001,207 Boren Ave,Seattle,WA,98109,888-758-4389,ChargePoint Network,174047,2021-01-27,J1772,public
ELEC,BELLEVUE SQUARE BELL SQ WEST 5,600 100th Ave NE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,174057,2021-01-27,J1772,public
ELEC,BELLEVUE SQUARE BELL SQ WEST #1,2088 Bellevue Square,Bellevue,WA,98004,888-758-4389,ChargePoint Network,174084,2021-01-27,J1772,public
ELEC,VALLEY MED CTR NE GARAGE #3,3917 Talbot Rd S,Renton,WA,98055,888-758-4389,ChargePoint Network,174123,2021-01-27,J1772,public
ELEC,HOFM SHOP 01,15714 Smokey Point Blvd,Marysville,WA,98271,888-758-4389,ChargePoint Network,174151,2021-01-27,J1772,public
ELEC,PERMANENTE KP PUYALLUP #2,1007 39th Ave SE,Puyallup,WA,98374,888-758-4389,ChargePoint Network,174229,2021-01-27,J1772,public
ELEC,GROUPHEALTH PYP KP PUYALLUP #5,1007 39th Ave SE,Puyallup,WA,98374,888-758-4389,ChargePoint Network,174230,2021-01-27,J1772,public
ELEC,PERMANENTE KPP #1,1007 39th Ave SE,Puyallup,WA,98374,888-758-4389,ChargePoint Network,174231,2021-01-27,J1772,public
ELEC,DAY 1 REINVENT6,2121 8th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,174237,2021-01-27,J1772,public
ELEC,DAY 1 REINVENT2,2121 8th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,174238,2021-01-27,J1772,public
ELEC,DAY 1 REINVENT10,2121 8th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,174239,2021-01-27,J1772,public
ELEC,DAY 1 REINVENT4,2121 8th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,174240,2021-01-27,J1772,public
ELEC,DAY 1 REINVENT3,2121 8th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,174241,2021-01-27,J1772,public
ELEC,DAY 1 REINVENT8,2121 8th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,174242,2021-01-27,J1772,public
ELEC,DAY 1 REINVENT9,2121 8th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,174243,2021-01-27,J1772,public
ELEC,DAY 1 REINVENT1,2121 8th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,174244,2021-01-27,J1772,public
ELEC,DAY 1 REINVENT7,2121 8th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,174245,2021-01-27,J1772,public
ELEC,CBRE1 URBAN COM #2,321 Park Pl,Kirkland,WA,98033,888-758-4389,ChargePoint Network,174256,2021-01-27,J1772,public
ELEC,CBRE1 URBAN COM #3,321 Park Pl,Kirkland,WA,98033,888-758-4389,ChargePoint Network,174257,2021-01-27,J1772,public
ELEC,CBRE1 URBAN COM #4,321 Park Pl,Kirkland,WA,98033,888-758-4389,ChargePoint Network,174258,2021-01-27,J1772,public
ELEC,CBRE1 URBAN COM #5,321 Park Pl,Kirkland,WA,98033,888-758-4389,ChargePoint Network,174259,2021-01-27,J1772,public
ELEC,CENTER PLAZA FEDERAL WAY 2,2016 S 320th St,Federal Way,WA,98003,888-758-4389,ChargePoint Network,174306,2021-01-27,J1772,public
ELEC,CENTER PLAZA FEDERAL WAY 1,2016 S 320th St,Federal Way,WA,98003,888-758-4389,ChargePoint Network,174307,2021-01-27,J1772,public
ELEC,SCH CURE P2 #3,1920 Terry Ave,Seattle,WA,98101,888-758-4389,ChargePoint Network,174447,2021-01-27,J1772,public
ELEC,SCH CURE P2 #4,1920 Terry Ave,Seattle,WA,98101,888-758-4389,ChargePoint Network,174448,2021-01-27,J1772,public
ELEC,SCH CURE P3 #2,1920 Terry Ave,Seattle,WA,98101,888-758-4389,ChargePoint Network,174449,2021-01-27,J1772,public
ELEC,SCH CURE P3 #1,1920 Terry Ave,Seattle,WA,98101,888-758-4389,ChargePoint Network,174450,2021-01-27,J1772,public
ELEC,COMMUNITY HOUSE COMMUNITY #1,1314 South L St,Tacoma,WA,98405,888-758-4389,ChargePoint Network,174563,2021-01-27,J1772,public
ELEC,COMMUNITY HOUSE COMMUNITY #3,1314 S L St,Tacoma,WA,98405,888-758-4389,ChargePoint Network,174564,2021-01-27,J1772,public
ELEC,UDR CHARGER 1,958 111th Ave NE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,174575,2021-01-27,J1772,public
ELEC,UDR CHARGER 3,958 111th Ave NE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,174576,2021-01-27,J1772,public
ELEC,SEHOME HS SEHOME HIGH #2,2700 Bill McDonald Pkwy,Bellingham,WA,98225,888-758-4389,ChargePoint Network,174676,2021-01-27,J1772,public
ELEC,DUAL EV STATION 3,2520 NE University Village St,Seattle,WA,98105,888-758-4389,ChargePoint Network,174772,2021-01-27,J1772,public
ELEC,DUAL EV STATION 4,2520 NE University Village St,Seattle,WA,98105,888-758-4389,ChargePoint Network,174773,2021-01-27,J1772,public
ELEC,DUAL EV STATION 2,2520 NE University Village St,Seattle,WA,98105,888-758-4389,ChargePoint Network,174774,2021-01-27,J1772,public
ELEC,DUAL EV STATION 1,2520 NE University Village St,Seattle,WA,98105,888-758-4389,ChargePoint Network,174775,2021-01-27,J1772,public
ELEC,THURSTON COUNTY COURTHOUSE 2,County Courthouse,Olympia,WA,98502,888-758-4389,ChargePoint Network,174836,2021-01-27,J1772,public
ELEC,CCB CCB 2,500 108th Ave NE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,174874,2021-01-27,J1772,public
ELEC,EVERETT YMCA EVERETT YMCA #2,4730 Colby Ave,Everett,WA,98203,888-758-4389,ChargePoint Network,175031,2021-01-27,J1772,public
ELEC,EVERETT YMCA EVERETT YMCA #1,4730 Colby Ave,Everett,WA,98203,888-758-4389,ChargePoint Network,175032,2021-01-27,J1772,public
ELEC,EVERETT YMCA EVERETT YMCA #4,4730 Colby Ave,Everett,WA,98203,888-758-4389,ChargePoint Network,175033,2021-01-27,J1772,public
ELEC,DAY 1 NITRO4,2250 7th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,175045,2021-01-27,J1772,public
ELEC,DAY 1 NITRO3,2250 7th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,175046,2021-01-27,J1772,public
ELEC,DAY 1 NITRO6,2250 7th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,175047,2021-01-27,J1772,public
ELEC,DAY 1 NITRO7,2250 7th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,175048,2021-01-27,J1772,public
ELEC,DAY 1 NITRO2,2250 7th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,175049,2021-01-27,J1772,public
ELEC,DAY 1 NITRO5,2250 7th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,175050,2021-01-27,J1772,public
ELEC,CAPITAL GATEWAY STATION 4,505 14th Ave SE,Olympia,WA,98501,888-758-4389,ChargePoint Network,175139,2021-01-27,J1772,public
ELEC,CAPITAL GATEWAY STATION 3,505 14th Ave SE,Olympia,WA,98501,888-758-4389,ChargePoint Network,175140,2021-01-27,J1772,public
ELEC,CAPITAL GATEWAY STATION 1,505 14th Ave SE,Olympia,WA,98501,888-758-4389,ChargePoint Network,175141,2021-01-27,J1772,public
ELEC,CAPITAL GATEWAY STATION 2,505 14th Ave SE,Olympia,WA,98501,888-758-4389,ChargePoint Network,175142,2021-01-27,J1772,public
ELEC,CAPITAL GATEWAY STATION 8,505 14th Ave SE,Olympia,WA,98501,888-758-4389,ChargePoint Network,175143,2021-01-27,J1772,public
ELEC,CPU EC 1,1200 Fort Vancouver Way Southside Public Park,Vancouver,WA,98663,888-758-4389,ChargePoint Network,175270,2021-01-27,J1772,public
ELEC,CPU OPS 1,8600 NE 117th Ave Customer Service Parking Lo,Vancouver,WA,98662,888-758-4389,ChargePoint Network,175271,2021-01-27,J1772,public
ELEC,PORT OF OLYMPIA WEST,700 Capitol Way N,Olympia,WA,98501,888-758-4389,ChargePoint Network,175288,2021-01-27,J1772,public
ELEC,CAPITAL GATEWAY STATION 6,505 14th Ave SE,Olympia,WA,98501,888-758-4389,ChargePoint Network,175322,2021-01-27,J1772,public
ELEC,HUDSON NRTHVIEW STATION 5,20800 44th Ave W,Lynnwood,WA,98036,888-758-4389,ChargePoint Network,175656,2021-01-27,J1772,public
ELEC,HUDSON NRTHVIEW STATION 2,20800 44th Ave W,Lynnwood,WA,98036,888-758-4389,ChargePoint Network,175657,2021-01-27,J1772,public
ELEC,HUDSON NRTHVIEW STATION 4,20800 44th Ave W,Lynnwood,WA,98036,888-758-4389,ChargePoint Network,175658,2021-01-27,J1772,public
ELEC,BELLEFIELD MADRONA 2,1300 114th Ave SE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,180340,2021-01-27,J1772,public
ELEC,STATION PARKING 1,2010 5th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,180341,2021-01-27,J1772,public
ELEC,202 WESTLAKE P2 STATION 01,200 Westlake Ave N,Seattle,WA,98109,888-758-4389,ChargePoint Network,180343,2021-01-27,J1772,public
ELEC,UPTOWN UPTOWN #1,4709 Point Fosdick Dr NW,Gig Harbor,WA,98335,888-758-4389,ChargePoint Network,180344,2021-01-27,J1772,public
ELEC,KING COUNTY DOT GOAT HILL #6,415 6th Ave S,Seattle,WA,98104,888-758-4389,ChargePoint Network,180345,2021-01-27,J1772,public
ELEC,MADISON MARQUET STATION 2,600 Pine St,Seattle,WA,98101,888-758-4389,ChargePoint Network,180348,2021-01-27,J1772,public
ELEC,MADISON MARQUET STATION 7,600 Pine St,Seattle,WA,98101,888-758-4389,ChargePoint Network,180349,2021-01-27,J1772,public
ELEC,MADISON MARQUET STATION 5,600 Pine St,Seattle,WA,98101,888-758-4389,ChargePoint Network,180350,2021-01-27,J1772,public
ELEC,MADISON MARQUET STATION 4,600 Pine St,Seattle,WA,98101,888-758-4389,ChargePoint Network,180351,2021-01-27,J1772,public
ELEC,MADISON MARQUET STATION 1,600 Pine St,Seattle,WA,98101,888-758-4389,ChargePoint Network,180352,2021-01-27,J1772,public
ELEC,MADISON MARQUET STATION 3,600 Pine St,Seattle,WA,98101,888-758-4389,ChargePoint Network,180353,2021-01-27,J1772,public
ELEC,ISSAQUAH ZHOME #2,970 NE High St,Issaquah,WA,98029,888-758-4389,ChargePoint Network,180354,2021-01-27,J1772 NEMA515,public
ELEC,MOTORPOOL VISITOR CTR 1,103 Sid Snyder Ave SW,Olympia,WA,98501,888-758-4389,ChargePoint Network,180637,2021-01-27,J1772,public
ELEC,KOZ WEAVER WEAVER RD MIDDL,1925 Weaver Rd,Snohomish,WA,98290,888-758-4389,ChargePoint Network,180845,2021-01-27,J1772,public
ELEC,CI&S COUNTRY INN #2,3100 S 192nd St,SeaTac,WA,98188,888-758-4389,ChargePoint Network,180915,2021-01-27,J1772,public
ELEC,CITY OF ZILLAH P&R SOUTH,113 1st Ave,Zillah,WA,98953,888-758-4389,ChargePoint Network,180978,2021-01-27,J1772,public
ELEC,BELLEVUECOLLEGE BC SSC U BLDG3,3000 Landerholm Cir SE,Bellevue,WA,98007,888-758-4389,ChargePoint Network,180988,2021-01-27,J1772,public
ELEC,KGIP BELL SOUTH STATION 5,316 116th Ave NE,Bellevue,WA,98114,888-758-4389,ChargePoint Network,181036,2021-01-27,J1772,public
ELEC,KGIP BELL SOUTH STATION 4,316 116th Ave NE,Bellevue,WA,98114,888-758-4389,ChargePoint Network,181037,2021-01-27,J1772,public
ELEC,KGIP BELL SOUTH STATION 3,316 116th Ave NE,Bellevue,WA,98114,888-758-4389,ChargePoint Network,181038,2021-01-27,J1772,public
ELEC,KING COUNTY DOT KC AIRPORT 1,7259 King County Airport Access Rd,Seattle,WA,98108,888-758-4389,ChargePoint Network,181042,2021-01-27,J1772,public
ELEC,KING COUNTY DOT KC FAUNTLEROY1,4829 SW Barton St,Seattle,WA,98136,888-758-4389,ChargePoint Network,181052,2021-01-27,J1772,public
ELEC,KING COUNTY DOT TUKWILA 1,7301 Longacres Way,Tukwila,WA,98188,888-758-4389,ChargePoint Network,181110,2021-01-27,J1772,public
ELEC,KING COUNTY DOT SK P&R 5,10610 NE 38th PL,Kirkland,WA,98033,888-758-4389,ChargePoint Network,181119,2021-01-27,J1772,public
ELEC,KING COUNTY DOT SK P&R 2,10610 NE 38th PL,Kirkland,WA,98033,888-758-4389,ChargePoint Network,181120,2021-01-27,J1772,public
ELEC,KING COUNTY DOT SK P&R 3,10610 NE 38th PL,Kirkland,WA,98033,888-758-4389,ChargePoint Network,181121,2021-01-27,J1772,public
ELEC,KING COUNTY DOT ISSAQUAH P&R 7,1755 Highlands Dr NE,Issaquah,WA,98029,888-758-4389,ChargePoint Network,181202,2021-01-27,J1772,public
ELEC,KING COUNTY DOT ISSAQUAH P&R 4,1755 Highlands Dr NE,Issaquah,WA,98029,888-758-4389,ChargePoint Network,181203,2021-01-27,J1772,public
ELEC,KING COUNTY DOT ISSAQUAH P&R 3,1755 Highlands Dr NE,Issaquah,WA,98029,888-758-4389,ChargePoint Network,181204,2021-01-27,J1772,public
ELEC,INSIGNIA 953 146 147N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181305,2021-01-27,J1772,public
ELEC,INSIGNIA 953 228 229N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181306,2021-01-27,J1772,public
ELEC,INSIGNIA 953 192 193N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181307,2021-01-27,J1772,public
ELEC,INSIGNIA 953 152 153N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181308,2021-01-27,J1772,public
ELEC,INSIGNIA 953 226 227N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181309,2021-01-27,J1772,public
ELEC,INSIGNIA 953 186 187N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181310,2021-01-27,J1772,public
ELEC,INSIGNIA 953 232 233N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181311,2021-01-27,J1772,public
ELEC,INSIGNIA 953 154N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181312,2021-01-27,J1772,public
ELEC,INSIGNIA 953 234N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181313,2021-01-27,J1772,public
ELEC,INSIGNIA 953 185N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181314,2021-01-27,J1772,public
ELEC,INSIGNIA 953 194N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181315,2021-01-27,J1772,public
ELEC,INSIGNIA 953 225N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,181316,2021-01-27,J1772,public
ELEC,INSIGNIA 953 143N,583 Battery St,Seattle,WA,98104,888-758-4389,ChargePoint Network,181317,2021-01-27,J1772,public
ELEC,INSIGNIA 953 188 189N,583 Battery St,Seattle,WA,98104,888-758-4389,ChargePoint Network,181318,2021-01-27,J1772,public
ELEC,WOODIN CREEK WOODIN CREEK 1,13550 Village Square Dr.,Woodinville,WA,98072,888-758-4389,ChargePoint Network,181538,2021-01-27,J1772,public
ELEC,ONE88 SPACE 303-304,188 Bellevue Way NE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,181602,2021-01-27,J1772,public
ELEC,ES - SWM R & T CENTER 01,3510 S Mullen St SWM Admin Bldg,Tacoma,WA,98409,888-758-4389,ChargePoint Network,181704,2021-01-27,J1772,public
ELEC,CITY OF TACOMA TAC CC 2,1552 Market St,Tacoma,WA,98402,888-758-4389,ChargePoint Network,181705,2021-01-27,J1772,public
ELEC,ES - S&E URBAN WATERS #5,303 East D St East Pkg Lot  Center for Urban,Tacoma,WA,98421,888-758-4389,ChargePoint Network,181706,2021-01-27,J1772,public
ELEC,ES - S&E URBAN WATERS #3,303 East D St East Pkg Lot  Center for Urban,Tacoma,WA,98421,888-758-4389,ChargePoint Network,181707,2021-01-27,J1772,public
ELEC,CITY OF TACOMA TAC CC 4,1548 Commerce St,Tacoma,WA,98402,888-758-4389,ChargePoint Network,181722,2021-01-27,J1772,public
ELEC,ILANI 3B-1 DUAL,1 Cowlitz Way,Ridgefield,WA,98642,888-758-4389,ChargePoint Network,181733,2021-01-27,J1772,public
ELEC,ILANI 1B-1 DUAL,1 Cowlitz way,Ridgefield,WA,98642,888-758-4389,ChargePoint Network,181734,2021-01-27,J1772,public
ELEC,ILANI 3B-2 DUAL,1 Cowlitz Way,Ridgefield,WA,98642,888-758-4389,ChargePoint Network,181735,2021-01-27,J1772,public
ELEC,ILANI 3A-2 SINGLE,1 Cowlitz Way,Ridgefield,WA,98642,888-758-4389,ChargePoint Network,181736,2021-01-27,J1772,public
ELEC,ILANI 3A-3 DUAL,1 Cowlitz Way,Ridgefield,WA,98642,888-758-4389,ChargePoint Network,181737,2021-01-27,J1772,public
ELEC,ILANI 3C-1 SINGLE,1 Cowlitz Way,Ridgefield,WA,98642,888-758-4389,ChargePoint Network,181738,2021-01-27,J1772,public
ELEC,ILANI 3C-2 DUAL,1 Cowlitz Way,Ridgefield,WA,98642,888-758-4389,ChargePoint Network,181739,2021-01-27,J1772,public
ELEC,ILANI 3A-4 DUAL,1 Cowlitz Way,Ridgefield,WA,98642,888-758-4389,ChargePoint Network,181740,2021-01-27,J1772,public
ELEC,ILANI 3A-1 DUAL,1 Cowlitz Way,Ridgefield,WA,98642,888-758-4389,ChargePoint Network,181741,2021-01-27,J1772,public
ELEC,ILANI 3B-3 SINGLE,1 Cowlitz Way,Ridgefield,WA,98642,888-758-4389,ChargePoint Network,181742,2021-01-27,J1772,public
ELEC,DAY 1 REDMOND 3,NE 76th St,Redmond,WA,98052,888-758-4389,ChargePoint Network,181754,2021-01-27,J1772,public
ELEC,DAY 1 REDMOND 2,NE 76th St,Redmond,WA,98052,888-758-4389,ChargePoint Network,181755,2021-01-27,J1772,public
ELEC,DAY 1 REDMOND 1,NE 76th St,Redmond,WA,98052,888-758-4389,ChargePoint Network,181756,2021-01-27,J1772,public
ELEC,DAY 1 REDMOND 7,NE 76th St,Redmond,WA,98052,888-758-4389,ChargePoint Network,181757,2021-01-27,J1772,public
ELEC,DAY 1 REDMOND 4,NE 76th St,Redmond,WA,98052,888-758-4389,ChargePoint Network,181758,2021-01-27,J1772,public
ELEC,DAY 1 REDMOND 8,NE 76th St,Redmond,WA,98052,888-758-4389,ChargePoint Network,181759,2021-01-27,J1772,public
ELEC,DAY 1 REDMOND 5,NE 76th St,Redmond,WA,98052,888-758-4389,ChargePoint Network,181760,2021-01-27,J1772,public
ELEC,SANDBERG VOLVO STATION 1,17025 Hwy 99,Lynnwood,WA,98037,888-758-4389,ChargePoint Network,181763,2021-01-27,J1772,public
ELEC,RPI PORTEMONS 2005 POPLAR 1,2005 NW Poplar Way,Issaquah,WA,98027,888-758-4389,ChargePoint Network,182004,2021-01-27,J1772,public
ELEC,RPI PORTEMONS 2005 POPLAR 3,2005 NW Poplar Way,Issaquah,WA,98027,888-758-4389,ChargePoint Network,182005,2021-01-27,J1772,public
ELEC,KOHLS REDMOND 1,17601 NE Union Hill Rd,Redmond,WA,98052,888-758-4389,ChargePoint Network,182860,2021-01-27,J1772,public
ELEC,KOHLS REDMOND 2,17601 NE Union Hill Rd,Redmond,WA,98052,888-758-4389,ChargePoint Network,182861,2021-01-27,J1772,public
ELEC,KOHLS VANCOUVER 1,17001 SE Mill Plain Blvd,Vancouver,WA,98684,888-758-4389,ChargePoint Network,182863,2021-01-27,J1772,public
ELEC,KOHLS VANCOUVER 2,17001 SE Mill Plain Blvd,Vancouver,WA,98684,888-758-4389,ChargePoint Network,182864,2021-01-27,J1772,public
ELEC,KOHLS 11017MARYSVILL,3713 116th St NE,Marysville,WA,98271,888-758-4389,ChargePoint Network,182882,2021-01-27,J1772,public
ELEC,TARGET CORP LACEY 2,641 Sleater Kinney Rd SE,Lacey,WA,98503,888-758-4389,ChargePoint Network,183443,2021-01-27,J1772,public
ELEC,TARGET CORP LACEY 1,641 Sleater Kinney Rd SE,Lacey,WA,98503,888-758-4389,ChargePoint Network,183444,2021-01-27,J1772,public
ELEC,FORT DENT STATION EV 2,6700 Fort Dent Way,Tukwila,WA,98188,888-758-4389,ChargePoint Network,183468,2021-01-27,J1772,public
ELEC,FORT DENT STATION EV 1,6700 Fort Dent Way,Tukwila,WA,98188,888-758-4389,ChargePoint Network,183469,2021-01-27,J1772,public
ELEC,Pierce County - Fleet,930 Tacoma Ave S,Tacoma,WA,98402,888-998-2546,Blink Network,183493,2021-01-27,J1772,private
ELEC,Western State Hospital,9601 Steilacoom Blvd,Lakewood,WA,98498,855-900-7584,Greenlots,183553,2021-01-29,J1772,public
ELEC,188 BLAINE ATRIUM #1,1818 Fairview Ave East,Seattle,WA,98102,888-758-4389,ChargePoint Network,183694,2021-02-02,J1772,public
ELEC,ALLEGRO 2019 ASH CREEK,16605 Ash Way,Lynnwood,WA,98037,888-758-4389,ChargePoint Network,183848,2021-02-06,J1772,public
ELEC,VW SPOKANE CPF50 1,10006 E Sprague Ave,Spokane Valley,WA,99206,888-758-4389,ChargePoint Network,183858,2021-02-06,J1772,public
ELEC,Trek - Auburn Apartments,2 East Main Street,Auburn,WA,98001,888-998-2546,Blink Network,183948,2021-02-08,J1772,private
ELEC,Hilton Seattle Airport,17620 International Blvd,Seattle,WA,98188,888-998-2546,Blink Network,184142,2021-02-09,J1772,public
ELEC,The Landing Garage,810 North 10th Pl,Renton,WA,98057,888-998-2546,Blink Network,184145,2021-02-09,J1772,public
ELEC,Columbia Center Tower,701 5th Ave  Suite 3530,Seattle,WA,98104,888-998-2546,Blink Network,184155,2021-02-09,J1772,public
ELEC,Renton City Center Parking Garage,655 South 2nd St,Renton,WA,98057,888-998-2546,Blink Network,184160,2021-02-09,J1772,public
ELEC,CAPITOL CITY SHOP 01,2370 Carriage Loop SW,Olympia,WA,98502,888-758-4389,ChargePoint Network,184167,2021-02-10,J1772,public
ELEC,CAPITOL CITY STATION 01,2370 Carriage Loop SW,Olympia,WA,98502,888-758-4389,ChargePoint Network,184168,2021-02-10,J1772,public
ELEC,ALLEN INSTITUTE NORTH,615 Westlake Ave N,Seattle,WA,98109,888-758-4389,ChargePoint Network,184210,2021-02-11,J1772,public
ELEC,Pacific Northwest National Laboratory PNNL/RTL,RTL,Richland,WA,99354,NULL,Non-Networked,184241,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/EMSL #1,3336 Innovation Blvd EMSL 1,Richland,WA,99354,NULL,Non-Networked,184242,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/EMSL #10,3335 Innovation Blvd EMSL 10,Richland,WA,99354,NULL,Non-Networked,184243,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/EMSL #4,3335 Innovation Blvd EMSL 4,Richland,WA,99354,NULL,Non-Networked,184244,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/EMSL #5,3335 Innovation Blvd EMSL 5,Richland,WA,99354,NULL,Non-Networked,184245,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/EMSL #6,3335 Innovation Blvd EMSL 6,Richland,WA,99354,NULL,Non-Networked,184246,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/EMSL #7,3335 Innovation Blvd EMSL 7,Richland,WA,99354,NULL,Non-Networked,184247,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/EMSL #8,3335 Innovation Blvd EMSL 8,Richland,WA,99354,NULL,Non-Networked,184248,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/EMSL #9,3335 Innovation Blvd EMSL 9,Richland,WA,99354,NULL,Non-Networked,184249,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/ETB #1,3200 Innovation Blvd ETB 1,Richland,WA,99354,NULL,Non-Networked,184250,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/ETB #2,3200 Innovation Blvd ETB 2,Richland,WA,99354,NULL,Non-Networked,184251,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/SEB #1,820 Horn Rapids Rd SEB 1,Richland,WA,99354,NULL,Non-Networked,184252,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/SEB #2,820 Horn Rapids Rd SEB 2,Richland,WA,99354,NULL,Non-Networked,184253,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/3860 #1,860 Horn Rapids Rd 3860 1,Richland,WA,99354,NULL,Non-Networked,184254,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/3860 #2,860 Horn Rapids Rd 3860 2,Richland,WA,99354,NULL,Non-Networked,184255,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/3860 #3,860 Horn Rapids Rd 3860 3,Richland,WA,99354,NULL,Non-Networked,184256,NULL,J1772,private
ELEC,NBK Bremerton / N68436-B495-1,1499 Decatur Ave,Bremerton,WA,98337,NULL,Non-Networked,184349,NULL,J1772,private
ELEC,NBK Bremerton / N68436-B78-1,1491 Decatur Ave,Bremerton,WA,98337,NULL,Non-Networked,184350,NULL,J1772,private
ELEC,NBK Bremerton / N68436-B460-1,2158 1st St,Bremerton,WA,98312,NULL,Non-Networked,184351,NULL,J1772,private
ELEC,FAA - Regional Office Building (ANM),2200 S 216th St,Des Moines,WA,98198,NULL,Non-Networked,184352,NULL,J1772,private
ELEC,FHWA - Washington Division,711 Capitol Way,Olympia,WA,98501,NULL,Non-Networked,184353,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/SEB #2,820 Horn Rapids Rd,Richland,WA,99354,NULL,Non-Networked,184354,NULL,J1772,private
ELEC,NOAA,2725 Miontlake Blvd E,SEATTLE,WA,98112,NULL,Non-Networked,184355,NULL,J1772,private
ELEC,EPA Seattle,1200 6th Ave,Seattle,WA,98101,NULL,Non-Networked,184356,NULL,J1772,private
ELEC,NAS Whidbey Island / N00620-B1973-1,1115 West Lexington St,Oak Harbor,WA,98207,NULL,Non-Networked,184462,NULL,J1772,private
ELEC,Mission Support Alliance,2490 Garlick Blvd,Richland,WA,99354,NULL,Non-Networked,184463,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/SEB #1,820 Horn Rapids Rd,Richland,WA,99354,NULL,Non-Networked,184464,NULL,J1772,private
ELEC,Pacific Northwest National Laboratory PNNL/3860 #1,860 Horn Rapids Rd,Richland,WA,99354,NULL,Non-Networked,184465,NULL,J1772,private
